Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Birthplace,Other Group,Gender
Sanha,Yoon Sanha,윤산하,산하,2000-03-21,ASTRO,South Korea,Seoul,,M
Sea,Kim Sujeong,김수정,세아,1999-12-05,Highteen,South Korea,,,F
Sebin,Jang Sebin,장세빈,세빈,1996-04-24,SNUPER,South Korea,Pocheon,,M
Seea,Kang Eunyoung,강은영,시아,1994-08-21,Pink Fantasy,South Korea,,,F
Sehun,Oh Sehun,오세훈,세훈,1994-04-12,EXO,South Korea,Seoul,,M
Sehyung,Kang Sehyung,강세형,세형,1998-12-13,Berry Good,South Korea,,,F
Sei,Lee Seojung,이서정,세이,2000-01-07,Weki Meki,South Korea,,,F
Sejeong,Kim Sejeong,김세정,세정,1996-08-28,Gugudan,South Korea,,,F
Sejin,Lee Sejin,이세진,세진,1999-07-22,14U,South Korea,,,M
Sejun,Lim Sejun,임세준,세준,1996-05-04,VICTON,South Korea,,,M
Seline,Jung Yeonjeong,정연정,셀린,2000-07-20,Cignature,South Korea,,,F
Semi,Gu Semi,구세미,세미,2002-04-10,Cignature,South Korea,,,F
Semmi,Oh Heesun,오희선,세미,1995-10-22,Matilda,South Korea,,,F
Seogoong,Park Hyunho,박현호,서궁,1992-05-01,,South Korea,Seongnam,,M
Seoham,Park Seoham,박서함,서함,1993-10-28,KNK,South Korea,,,M
Seoho,Lee Seoho,이서호,서호,1996-07-07,Oneus,South Korea,,,M
Seohyun,Seo Joohyun,서주현?,서현?,1991-06-28,SNSD,South Korea,Seoul,TTS,F
Seokcheol,Lee Seokchul,이석철,석철,2000-01-11,TheEastLight,South Korea,,,M
Seokyoung,Kim Seokyung,김서경,서경,1999-04-16,GWSN,South Korea,,,F
Seol,Min Jihye,민지혜,설,1997-01-01,P.O.P,South Korea,Gunsan,,F
Seola,Kim Hyunjung,김현정,설아,1994-12-24,Cosmic Girls,South Korea,Seoul,WJMK,F
Seolhyun,Kim Seolhyun,김설현,설현,1995-01-03,AoA,South Korea,Bucheon,,F
Seonghwa,Park Seonghwa,박성화,성화,1998-04-03,ATEEZ,South Korea,Jinju,,M
Seonglee,Kim Seonglee,김성리,성리,1994-04-06,,South Korea,,,M
Seongmin,Ahn Seongmin,안성민,성민,2003-08-01,CRAVITY,South Korea,,,M
Seongwu,Ong Seunwu,옹성우,성우,1995-08-25,Wanna One,South Korea,Incheon,,M
Seoryoung,Lee Seoryung,이서령,서령,2000-01-26,GWSN,South Korea,,,F
Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,South Korea,Seoul,,F
Seoyeon,Kim Minju,김민주,서연,1995-11-26,Favorite,South Korea,Gwacheon,,F
Seoyoung,Lee Seoyoung,이서영,서영,1994-06-27,Hello Venus,South Korea,,,F
Seoyul,Seo Yuri,서유리,서율,1997-11-26,Berry Good,South Korea,,,F
Serim,Park Serim,박세림,세림,1999-03-03,CRAVITY,South Korea,,,M
Serri,Park Miyeon,박미연,세리,1990-09-16,Dal Shabet,South Korea,Seoul,,F
Seulgi,Kang Seulgi,강슬기,슬기,1994-02-10,Red Velvet,South Korea,Seoul,,F
Seulgi,Jeong Seulgi,정슬기,슬기,1990-05-12,S#aFLA,South Korea,,,F
Seungah,Oh Seungah,오승아,승아,1988-09-13,Rainbow,South Korea,Seoul,"Rainbow Blaxx, Rainbow Pixie",F
Seungbo,Jung Seungbo,정승보,승보,1997-11-01,VARSITY,South Korea,Ilsan,,M
Seungchan,Kang Seungchan,강승찬,승찬,2003-01-01,Newkidd,South Korea,,,M
Seungeun,Shim Seungeun,심승은,승은,2000-12-27,BVNDIT,South Korea,,,F
Seunghan,Lee Seunghan,이승한,승한,1996-02-22,DUSTIN,South Korea,,,M
Seunghee,Oh Seunghee,오승희,승희,1995-10-10,CLC,South Korea,Gwangju,,F
Seunghee,Hyun Seunghee,현승희,승희,1996-01-25,Oh My Girl,South Korea,Chuncheon,,F
Seungho,Yang Seungho,양승호,승호,1987-10-16,MBLAQ,South Korea,Seoul,,M
Seunghoon,Lee Seunghoon,이승훈,승훈,1992-01-11,WINNER,South Korea,Busan,,M
Seunghun,Kim Seunghun,김승훈,승훈,1999-02-26,CIX,South Korea,,,M
Seunghwan,Lee Seunghwan,이승환,승환,1994-12-10,Romeo,South Korea,,,M
Seunghwan,Lee Seunghwan,이승환,승환,2000-05-20,1the9,South Korea,,,M
Seunghyub,Lee Seunghyub,이승협,승협,1992-10-31,N.Flying,South Korea,Daegu,,M
Seunghyun,Song Seungyun,송승현,승현,1992-08-21,FTISLAND,South Korea,Seoul,,M
Seunghyun,Lee Seunghyun,이승현,승현,2001-12-31,TheEastLight,South Korea,,,M
Seungjun,Ji Seungjun,지승준,승준,1998-09-15,Astin,South Korea,,,M
Seungkwan,Boo Seungkwan,부승관,승관,1998-01-16,Seventeen,South Korea,Jeju,,M
Seungmin,Bae Seungmin,배승민,승민,1998-10-13,Golden Child,South Korea,,,M
Seungmin,Kim Seungmin,김승민,승민,2000-09-22,Stray Kids,South Korea,Seoul,,M
Seungmin,Lee Seungmin,이승민,승민,1996-02-03,Hashtag,South Korea,,,F
Seungri,Lee Seunghyun,이승현,승리,1990-12-12,BIGBANG,South Korea,Gwangju,,M
Seungsik,Kang Seungsik,강승식,승식,1995-04-16,VICTON,South Korea,,,M
Seungwoo,Han Seungwoo,한승우,승우,1994-12-24,X1,South Korea,,VICTON,M
Seungyeon,Jang Seunyeon,장승연,승연,1996-11-06,CLC,South Korea,Seongnam,,F
Seungyeon,Han Seungyeon,한승연,승연,1988-07-24,KARA,South Korea,Seoul,,F
Seungyoon,Kang Seungyoon,강승윤,승윤,1994-01-21,WINNER,South Korea,Busan,,M
Seungyoon,Cho Seungyoon,조승연,승연,1996-08-05,X1,South Korea,,UNIQ,M
Seyeon,Park Seyeon,박세연,세연,2001-05-06,Purplebeck,South Korea,,,F
Seyong,Kim Seyong,김세용,세용,1991-11-20,MYNAME,South Korea,Busan,,M
Seyoung,Lee Seyoung,이세영,세영,1990-02-08,CROSS GENE,South Korea,Busan,,M
Shihyun,Kim Shihyun,김시현,시현,1998-05-06,We In The Zone,South Korea,Changwon,,M
Shin,Shin Wonho,신원호,신,1991-10-23,CROSS GENE,South Korea,Seoul,,M
Shindong,Shin Donghee,신동희,신동,1985-09-28,Super Junior,South Korea,Mungyeong,,M
Shinwon,Go Shinwon,고신원,신원,1995-12-11,PENTAGON,South Korea,,,M
Shinyoung,Park Shinyoung,박신영,신영,2000-03-19,G-reyish,South Korea,,,F
Shownu,Son Hyunwoo,손현우,셔누,1992-06-18,MONSTA X,South Korea,,,M
Shuhua,Yeh Shuhua,예슈화,슈화,2000-01-06,(G)I-DLE,Taiwan,,,F
Sihyeon,Kim Sihyeon,김시현,시현,1999-08-05,Everglow,South Korea,,,F
Sihyeon,Kang Sihyeon,강시현,시현,1998-07-15,ARIAZ,South Korea,,,F
Sihyoung,Kim Sihyoung,김시형,시형,1992-05-15,HISTORY,South Korea,Busan,,M
Sihyun,Park Sihyun,박시현,시현,1986-11-29,SPICA,South Korea,,SPICA-S,F
Sika,Ren Shika,렌 시카,시카,1995-08-22,FANATICS,China,,,F
Simyeong,Lee Simyeong,이시명,시명,1999-05-27,BVNDIT,South Korea,,,F
SinB,Hwang Eunbi,황은비?,신비,1998-06-03,Gfriend,South Korea,Cheongju,,F
Siu,Hwang Inseok,황인석,시우,1995-05-19,DUSTIN,South Korea,,,M
Siwan,Yim Siwan,임시완,시완,1988-12-01,ZE:A,South Korea,Busan,,M
Siwon,Choi Siwon,최시원,시원,1986-04-07,Super Junior,South Korea,Seoul,Super Junior-M,M
Siwoo,Yoo Siwoo,유시우,시우,2001-05-11,TRCNG,South Korea,,,M
Siyeon,Lee Siyeon,이시연,시연,1995-10-01,Dreamcatcher,South Korea,Daegu,,F
Soeun,Park Soeun,박소은,소은,2002-10-26,Weeekly,South Korea,,,F
Sohee,Kim Sohee,김소희,소희,1999-12-31,ELRIS,South Korea,,,F
Sohee,Kim Sohee,김소희,소희,2003-08-14,Rocket Punch,South Korea,,,F
Sohye,Kim Sohye,김소혜,소혜,1999-07-19,,South Korea,Seoul,,F
Sohyun,Kwon Sohyun,권소현,소현,1994-08-30,4minute,South Korea,Seoul,,F
Sojin,Park Sojin,박소진,소진,1986-05-21,Girl's Day,South Korea,Daegu,,F
Sojin,Jo Sojin,조소진,소진,1991-10-11,9Muses,South Korea,Gwangju,9MUSES A,F
Sojin,Hong Sojin,홍소진,소진,1999-09-24,Hashtag,South Korea,,,F
Sojung,Lee Sojung,이소정,소정,1993-09-03,Ladies' Code,South Korea,Wonju,,F
Solar,Kim Yongsun,김용선,솔라,1991-02-21,Mamamoo,South Korea,Seoul,,F
Solbin,Ahn Solbin,안솔빈,솔빈,1997-08-19,LABOUM,South Korea,Ojeonggu,,F
Solji,Heo Solji,허솔지,솔지,1989-01-10,EXID,South Korea,Seongnam,,F
Somi,Jeon Somi,전소미,소미,2001-03-09,,South Korea,Ontario,,F
Somin,Jang Somin,장소민,소민,1993-11-10,BADKIZ,South Korea,Gwangmyeon,,F
Somin,Jeon Somin,전소민,소민,1996-08-22,KARD,South Korea,Seoul,,F
Somyi,Ahn Somyi,안솜이,솜이,2000-01-26,DIA,South Korea,Changwon,L.U.B,F
Song,Song Yunhyeong,송윤형,송,1995-02-08,iKON,South Korea,,,M
Songhee,Yoon Songhee,윤송희,송희,1998-11-08,BVNDIT,South Korea,,,F
Songyee,Park Songyee,박송이,송이,2004-09-25,woo!ah!,South Korea,,,F
Soobin,Park Soobin,박수빈,수빈,1996-09-14,Cosmic Girls,South Korea,Seoul,,F
Soobin,Choi Soobin,최수빈,수빈,2000-12-05,TXT,South Korea,,,M
Soodam,Lee Soodam,이수담,수담,1999-11-09,SECRET NUMBER,South Korea,,,F
Soohyun,Shin Soohyun,신수현,수현,1989-03-11,U-KISS,South Korea,Pocheon,,M
Soojin,Seo Soojin,서수진,수진,1998-03-09,(G)I-DLE,South Korea,,,F
Soojin,Lee Soojin,이수진,수진,2001-12-12,Weeekly,South Korea,,,F
Sooyoung,Choi Sooyoung,최수영?,수영?,1990-02-10,SNSD,South Korea,Gwangju,,F
Sora,Sakata Sora,사카타 소라,소라,2003-08-30,woo!ah!,Japan,,,F
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,1996-11-18,CLC,Thailand,Bangkok,,F
Soso,Wang Chingyi,왕징이,소소,2001-03-14,GWSN,Taiwan,,,F
Sowon,Kim Sojung,김소정,소원,1995-12-07,Gfriend,South Korea,Seoul,,F
Soyee,Jang Sojin,장소진,소이,1996-11-21,Gugudan,South Korea,,,F
Soyeon,Jung Soyeon,정소연,소연,1994-05-04,LABOUM,South Korea,Gwangju,,F
Soyeon,Park Soyeon,박소연,소연,1987-10-05,T-ara,South Korea,Andong,,F
Soyeon,Jeon Soyeon,전소연,소연,1998-08-26,(G)I-DLE,South Korea,,,F
Soyou,Kang Jihyun,강지현,소유,1992-02-12,SISTAR,South Korea,,,F
Soyoung,Yoo Soyoung,유소영,소영,1996-03-29,,South Korea,Seoul,,F
Soyul,Park Hyekyeong,박혜경,소율,1991-05-15,Crayon Pop,South Korea,Seoul,,F
St. Van,Lee Geumhyuk,이금혁,세인트 반,1991-12-22,VAV,South Korea,,,M
Sua,Kim Bora,김보라,수아,1994-08-10,Dreamcatcher,South Korea,Changwon,,F
Sua,Yang Sua,양수아,수아,1995-03-24,Hashtag,South Korea,Gwangju,,F
Subin,Park Subin,박수빈,수빈,1994-02-12,Dal Shabet,South Korea,Gwangju,,F
Subin,Jung Subin,정수빈,수빈,1999-04-05,VICTON,South Korea,,,M
Subin,Oh Subin,오수빈,수빈,1998-09-30,Hashtag,South Korea,,,F
Suga,Min Yoongi,민윤기,슈가,1993-03-09,BTS,South Korea,Daegu,,M
Sugyeong,Jo Sugyeong,조수경,수경,2000-01-12,Favorite,South Korea,Haenam,,F
Suho,Kim Junmyeon,김준면,수호,1991-05-22,EXO,South Korea,Seoul,,M
Suhyeon,Kim Seunghyun,김승현,수현,1988-04-19,S#aFLA,South Korea,,,F
Suhyun,Choi Hyunggeun,최형근,수현,1992-10-01,SNUPER,South Korea,Bucheon,,M
Sujeong,Ryu Sujeong,류수정,수정,1997-11-19,Lovelyz,South Korea,Daejeon,,F
Suji,Lee Suji,이수지,수지,1998-03-20,UNI.T,South Korea,Busan,,F
Sujin,Bang Sujin,방수진,수진,1996-06-26,Wassup,South Korea,,,F
Sulli,Choi Jinri,최진리,설리,1994-03-29,,South Korea,Busan,,F
Sumin,Ji Sumin,지수민,수민,1994-03-03,Sonamoo,South Korea,Yongin,,F
Sumin,Park Sumin,박수민,수민,2001-09-09,Dreamnote,South Korea,,,F
Sun J,Jeon Heesun,전희선,썬제이,2001-02-13,Girlkind,South Korea,,,F
Sungah,Son Sungah,손성아,성아,1989-07-08,9Muses,South Korea,Suma,,F
Sunghyuk,Seo Sunghyuk,서성혁,성혁,1999-08-26,,South Korea,,,M
Sunghyun,Kim Sunghyun,김성현,성현,1996-03-16,IN2IT,South Korea,,,M
Sungjae,Yook Sungjae,육성재,성재,1995-05-02,BtoB,South Korea,Yongin,Big Byung,M
Sungjin,Park Sungjin,박성진,성진,1993-02-16,DAY6,South Korea,,,M
Sungjong,Lee Sungjong,이성종,성종,1993-09-03,Infinite,South Korea,Gwangju,Infinite F,M
Sungjoo,Kim Sungjoo,김성주,성주,1994-02-16,UNIQ,South Korea,,,M
Sungjun,Park Sungjun,박성준,성준,1992-12-17,Boys Republic,South Korea,Ansan,,M
Sungkyu,Kim Sungkyu,김성규,성규,1989-04-28,Infinite,South Korea,Jeonju,,M
Sungmin,Lee Sungmin,이성민,성민,1986-01-01,Super Junior,South Korea,Gyeonggi,Super Junior-M,M
Sungmin,Oh Sungmin,오성민,성민,1990-12-31,Bigflo,South Korea,,,M
Sungoh,Yoo Sungoh,유성오,성오,1991-01-08,,South Korea,,,M
Sungwon,Park Sungwon,박성원,성원,2003-12-18,1the9,South Korea,Seoul,,M
Sungwoon,Ha Sungwoon,하성운,성운,1994-03-22,Wanna One,South Korea,Goyang,HOTSHOT,M
Sungyeol,Lee Sungyeol,이성열,성열,1991-08-27,Infinite,South Korea,Yongin,Infinite F,M
Sungyeon,Bae Sungyeon,배성연,성연,1999-05-25,Pristin,USA,California,,F
Sunhwa,Han Sunhwa,한선화,선화,1990-10-06,,South Korea,Busan,,F
Sunmi,Lee Sunmi,이선미,선미,1992-05-02,Wonder Girls,South Korea,Iksan,,F
Sunn,Hwang Jiwon,황지원,선,2000-02-07,Cignature,South Korea,Jincheon,,F
Sunny,Lee Sunkyu,이순규?,써니,1989-05-15,SNSD,South Korea,California,,F
Sunshine,Kim Minjung,김민정,선샤인,2002-06-20,NATURE,South Korea,,,F
Sunwoo,Choi Sunwoo,최선우,선우,1992-03-12,Boys Republic,South Korea,Seoul,,M
Sunwoo,Kim Sunwoo,김선우,선우,2000-04-12,The Boyz,South Korea,,,M
Sunyoul,Seon Yein,선예인,선율,1996-11-06,UP10TION,South Korea,Wando,,M
Surin,Kim Surin,김수린,수린,1991-12-27,Two X,South Korea,,,F
Suwoong,Lee Suwoong,이수웅,수웅,1995-01-20,Boys Republic,South Korea,,,M
Suyeon,Ji Suyeon,지수연,수연,1997-04-20,Weki Meki,South Korea,,,F
Suyun,Kim Suyun,김수윤,수윤,2001-03-17,Rocket Punch,South Korea,,,F
Suzy,Bae Suji,배수지,수지,1994-10-10,miss A,South Korea,Gwangju,,F
Swan,Kim Suan,김수안,수안,2000-12-28,CRAXY,South Korea,,,F
T.O.P,Choi Seunghyun,최승현,탑,1987-11-04,BIGBANG,South Korea,Seoul,GD&TOP,M
Taecyeon,Ok Taecyeon,옥택연,택연,1988-12-27,2PM,South Korea,Busan,,M
Taedong,Kim Taedong,김태동,태동,1997-11-07,GIDONGDAE,South Korea,,,M
Taeeun,Moon Taeeun,문태은,태은,2000-02-09,IM,South Korea,,,M
Taeha,Yoo Taeha,유태하,태하,1995-10-05,Berry Good,South Korea,,,F
Taeha,Kim Taeha,김태하,태하,1998-06-03,MOMOLAND,South Korea,Jeonju,,F
Taeheon,Kim Taeheon,김태헌,태헌,1989-06-18,ZE:A,South Korea,Gwangju,,M
Taehyun,Nam Taehyun,남태현,태현,1994-05-10,,South Korea,Hanam,,M
Taehyun,Noh Taehyun,노태현,태현,1993-10-15,HOTSHOT,South Korea,Seoul,JBJ,M
Taehyun,Kang Taehyun,강태현,태현,2002-02-05,TXT,South Korea,,,M
Taeil,Lee Taeil,이태일,태일,1990-09-24,Block B,South Korea,Seoul,,M
Taeil,Moon Taeil,문태일,태일,1994-06-14,NCT,South Korea,Seoul,"NCT U, NCT 127",M
Taekhyeon,Jung Taekhyeon,정택현,택현,2003-07-28,1the9,South Korea,Gunpo,,M
Taemin,Lee Taemin,이태민,태민,1993-07-18,SHINee,South Korea,Seoul,SuperM,M
Taera,Lee Yujin,이유진,태라,1994-04-12,Gate9,South Korea,Incheon,,F
Taeseon,Yang Taeseon,양태선,태선,2000-09-17,TRCNG,South Korea,,,M
Taesung,Lee Taesung,이태승,태승,2003-12-19,TEEN TEEN,South Korea,,,M
Taewoo,Kim Taewoo,김태우,태우,1999-04-23,1the9,South Korea,,,M
Taewoong,Yoo Taewoong,유태웅,태웅,1994-05-24,SNUPER,South Korea,,,M
Taeyang,Dong Youngbae,동영배,태양,1988-05-18,BIGBANG,South Korea,Uljeongbu,,M
Taeyang,Yoo Taeyang,유태양,태양,1997-02-28,SF9,South Korea,,,M
Taeyeon,Kim Taeyeon,김태연,태연,1989-03-09,SNSD,South Korea,Jeonju,"TTS, Oh!GG",F
Taeyong,Lee Taeyong,이태용,태용,1995-07-01,NCT,South Korea,,"NCT U, NCT 127,SuperM",M
Taeyoung,Kim Taeyoung,김태영,태영,2003-01-27,CRAVITY,South Korea,,,M
TAG,Son Youngtaek,손영택,태그,1998-04-13,Golden Child,South Korea,,,M
Takuya,Terada Takuya,테라다 타쿠야,타쿠야,1992-03-18,CROSS GENE,Japan,Moriya,,M
Tao,Hwang Zitao,황자도,타오,1993-05-02,,China,Qingdao,,M
Taro,Choi Wonjin,최원진,타로,1994-11-09,Hot Blood Youth,South Korea,,,M
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,1996-02-27,NCT,Thailand,Bangkok,"NCT U,SuperM",M
Terry,Han Dasom,한다솜,테리,1998-02-02,,South Korea,,,F
The8,Xu Minghao,쉬밍하오,디에잇,1997-11-07,Seventeen,China,Anshan,,M
Thunder,Park Sanghyun,박상현,천둥,1990-10-07,,South Korea,Busan,,M
Tiffany,Hwang Miyoung,황미영,티파니,1989-08-01,SNSD,South Korea,San Francisco,TTS,F
Timoteo,Kim Moongyu,김문규,티모테오,1993-01-25,HOTSHOT,South Korea,,,M
Tina,Christine Joy Park,크리스틴 조이 박,티나,1994-09-01,Blady,USA,Los Angeles,,F
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,1999-06-14,Twice,Taiwan,Tainan,,F
U,Mizuguchi Yuto,미즈구치 유토,유,1999-03-16,ONF,Japan,Osaka,,M
U-Know Yunho,Jung Yunho,정윤호,유노윤호,1986-02-06,TVXQ,South Korea,Gwangju,,M
U-Kwon,Kim Yukwon,김유권,유권,1992-04-09,Block B,South Korea,Suwon,Bastarz,M
U-Si,Yoo Jiyeon,윤지연,유시,1997-11-13,BADKIZ,South Korea,Iksan,,F
Uchae,Yu Hyejun,유혜준,유채,2002-05-07,NATURE,South Korea,,,F
Uee,Kim Yujin,김유진,유이,1988-04-09,After School,South Korea,Daegu,,F
Uji,Jang Yuji,정유지,유지,1991-01-02,,South Korea,,,F
Umji,Kim Yewon,김예원,엄지,1998-08-19,Gfriend,South Korea,Incheon,,F
V,Kim Taehyung,김태형,뷔,1995-12-30,BTS,South Korea,Daegu,,M
Vernon,Choi Hansol,최한솔,버논,1998-02-18,Seventeen,USA,New York,,M
Victoria,Song Qian,송치엔,빅토리아,1987-02-02,f(x),China,Qingdao,,F
Viki,Kang Eunhye,강은혜,비키,1988-03-28,,South Korea,Seoul,,F
Villain,Lee Seunghyun,이승현,빌런,1998-07-17,Spectrum,South Korea,,,M
Vivi,Wong Viian,황가희,비비,1996-12-09,LOONA,Hong Kong,Hong Kong,Loona 1/3,F
Vivian,Park Sunghee,박성희,비비안,1998-12-08,Gate9,South Korea,,,F
Way,Heo Minsun,허민선,웨이,1990-07-12,Crayon Pop,South Korea,Seoul,,F
Wei,Lee Sungjun,이성준,웨이,1996-07-08,UP10TION,South Korea,Seoul,,M
Wendy,Son Seunghwan,손승완,웬디,1994-02-21,Red Velvet,South Korea,Seoul,,F
Wenhan,Li Wenhan,리원한,원한,1994-07-22,UNIQ,China,,,M
Wheein,Jung Wheein,정휘인,휘인,1995-04-17,Mamamoo,South Korea,Jeonju,,F
Win,Bang Junhyuk,방준혁,윈,2004-12-19,MCND,South Korea,,,M
Winwin,Dong Sicheng,뚱쓰청,윈윈,1997-10-28,NCT,China,Zhejiang,NCT 127,M
Wondae,Seol Wondae,설원대,원대,1998-04-28,Dongkiz,South Korea,,,M
Wonho,Shin Hoseok,신호석,원호,1993-03-01,MONSTA X,South Korea,Anyang,,M
Wonjin,Won Jin,원진,원진,2003-01-01,GIDONGDAE,South Korea,,,M
Wonjin,Ham Wonjin,함원진,원진,2001-03-22,CRAVITY,South Korea,,,M
Wonpil,Kim Wonpil,김원필,원필,1994-04-28,DAY6,South Korea,,,M
Wontaek,Ju Wontaek,주원탁,원탁,1996-02-24,,South Korea,,,M
Wonwoo,Jeon Wonwoo,전원우,원우,1996-07-17,Seventeen,South Korea,Changwon,,M
Wonyoung,Jang Wonyoung,장원영,원영,2004-08-31,IZ*ONE,South Korea,Seoul,,F
Woo-ah,Kim Chaewon,김채원,우아,1997-07-20,CRAXY,South Korea,,,F
Woobin,Seo Woobin,서우빈,우빈,2000-10-16,CRAVITY,South Korea,,,M
Woochul,Shin Woochul,신우철,우철,2002-10-02,Newkidd,South Korea,,,M
Woodam,Park Woodam,박우담,우담,1995-08-02,D1CE,South Korea,,,M
Woohee,Bae Woohee,배우희,우희,1991-09-21,Dal Shabet,South Korea,Busan,UNI.T,F
Woohyun,Nam Woohyun,남우현,우현,1991-02-08,Infinite,South Korea,Seoul,Toheart,M
Woojin,Park Woojin,박우진,우진,1999-11-02,AB6IX,South Korea,Busan,,M
Woojin,Lee Woojin,이우진,우진,2003-04-03,TheEastLight,South Korea,,,M
Woojin,Kim Woojin,김우진,우진,1997-04-08,,South Korea,Daejeon,,M
Woojin,Lee Woojin,이우진,우진,2003-04-07,TEEN TEEN,South Korea,,,M
Woojoo,Kim Woojoo,김우주,우주,1996-08-12,Wassup,South Korea,,,F
Woojoo,Kim Sangyoon,김상윤,우주,1996-09-18,14U,South Korea,,,M
Woolim,Hwang Woolim,황우림,우림,1996-08-29,Playback,South Korea,,,F
Woonggi,Cha Woonggi,차웅기,웅기,2002-04-23,TOO,South Korea,,,M
Woori,Go Woori,고우리,우리,1988-02-22,Rainbow,South Korea,Jeonju,Rainbow Blaxx,F
Wooseok,Jeong Wooseok,정우석,우석,1998-01-31,PENTAGON,South Korea,,,M
Wooshin,Kim Wooseok,김우석,우신,1996-10-27,X1,South Korea,Daejeon,UP10TION,M
Woosu,Kim Minseok,김민석,우수,1999-11-23,IZ,South Korea,,,M
Woosung,Choi Sunghyuk,최성혁,우성,1994-09-24,SNUPER,South Korea,Seoul,,M
Wooyeon,Park Jinkyung,박진경,우연,2003-02-11,woo!ah!,South Korea,,,F
Wooyeop,Jo Wooyeop,조우엽,우엽,2000-09-27,TRCNG,South Korea,,,M
Wooyoung,Jang Wooyoung,장우영,우영,1989-04-30,2PM,South Korea,Busan,,M
Wooyoung,Jung Wooyoung,정우영,우영,1999-11-26,ATEEZ,South Korea,,,M
Woozi,Lee Jihoon,이지훈,우지,1996-11-22,Seventeen,South Korea,Busan,,M
Wow,Kim Seyoon,김세윤,와우,1993-02-28,A.C.E,South Korea,Gyeonggi,,M
Wyatt,Shim Jaeyoung,심재영,와이엇,1995-01-23,ONF,South Korea,Seoul,,M
Xeheun,Lee Seheun,이세흔,세흔,1999-07-11,Girlkind,South Korea,,,F
Xero,Shin Jiho,신지호,제로,1994-02-03,Topp Dogg,South Korea,Gwangji,,M
Xia Junsu,Kim Junsu,김준수,시아 준수,1986-12-15,JYJ,South Korea,,,M
Xiao,Lee Dongyeol,이동열,샤오,1998-12-13,UP10TION,South Korea,Busan,,M
Xin,Wang Xinwi,왕씬위,씬,1996-11-10,VARSITY,China,,,M
Xion,Son Dongju,손동주,시온,2000-01-20,Oneus,South Korea,,,M
Xiumin,Kim Minseok,김민석,시우민,1990-03-26,EXO,South Korea,Guri,EXO-CBX,M
Xiweol,Kang Minseok,강민석,시월,1996-10-21,VARSITY,South Korea,,,M
Xiyeon,Park Junghyun,박정현,시연,2000-11-14,Pristin,South Korea,,,F
Xuanyi,Wu Xuanyi,우쉬안이,선의,1995-01-26,Cosmic Girls,China,Hainan,,F
Y,Choi Sungyoon,최성윤,와이,1995-07-31,Golden Child,South Korea,,,M
Yan An,Yan An,옌안,옌안,1996-10-25,PENTAGON,China,Shanghai,,M
Yano,Seo Sangwon,서상원,야노,1995-09-27,Topp Dogg,South Korea,Seoul,,M
Yeah,Kim Haeun,김하은,예아,1999-10-09,Cignature,South Korea,Gongju,,F
Yebin,Baek Yebin,백예빈,예빈,1997-07-13,DIA,South Korea,Chuncheon,UNI.T,F
Yechan,Shin Yechan,신예찬,예찬,2001-05-14,1the9,South Korea,Seoul,,M
Yechan,Kim Yechan,김예찬,예찬,1995-11-26,Pink Fantasy,South Korea,,,F
Yedam,Bang Yedam,방예담,예담,2002-05-07,Treasure,South Korea,,,M
YeeEun,Jang Yeeun,장예은,예은,1998-08-10,CLC,South Korea,Dongducheon,,F
Yeeun,Hwang Yeeun,황예은,예은,1997-01-12,Blady,South Korea,Gimhae,,F
Yehana,Kim Yewon,김예원,예하나,1999-02-22,Pristin,South Korea,Ilsan,,F
Yehyeon,Kim Yehyeon,김예현,예현,1999-09-12,GIDONGDAE,South Korea,,,M
Yein,Jeong Yein,정예인,예인,1998-06-04,Lovelyz,South Korea,Incheon,,F
Yein,Ahn Yein,안예인,예인,1995-05-04,MELODYDAY,South Korea,,,F
Yeji,Hwang Yeji,황예지,예지,2000-05-26,ITZY,South Korea,,,F
Yellow,Kim Eunbi,김은비,노랑,1993-05-05,Pungdeng-E,South Korea,Seoul,,F
Yena,Yang Yena,양예나,예나,2000-05-22,APRIL,South Korea,Daegu,,F
Yena,Jeong Yena,정예나,예나,2000-04-10,G-reyish,South Korea,,,F
Yena,Choi Yena,최예나,예나,1999-09-29,IZ*ONE,South Korea,Seoul,,F
Yenny,Park Yeeun,박예은,예은,1989-05-26,Wonder Girls,South Korea,Goyang,,F
Yeo One,Yeon Changgu,여창구,여원,1996-03-27,PENTAGON,South Korea,,,M
Yeoeun,Jung Jieun,정지은,여은,1990-01-25,MELODYDAY,South Korea,,,F
Yeojin,Im Yeojin,임여진,여진,2002-11-11,LOONA,South Korea,Guro,Loona 1/3,F
Yeonha,Ahn Yeonji,안연지,연하,2000-05-19,P.O.P,South Korea,Yeondong,,F
Yeonhee,Kim Yeonhee,김연희,연희,2000-12-06,Rocket Punch,South Korea,,,F
Yeonho,Ju Yeonho,주연호,연호,2000-05-31,Verivery,South Korea,,,M
Yeonjoo,Song Yeonjoo,정연주,연주,1997-06-26,P.O.P,South Korea,Ansan,,F
Yeonjun,Choi Yeonjun,최연준,연준,1999-09-13,TXT,South Korea,,,M
