"rate_marriage","age","yrs_married","children","religious","educ","occupation","occupation_husb","affairs"
3,32,16.5,2,1,12,3,4,0.7272727
1,27,6,2,2,12,2,2,0.5833333
3,42,23,4,2,12,3,5,0.8521735
5,27,6,2,1,14,4,4,2.041666
4,27,6,2,2,12,3,2,3.2666645
4,22,2.5,0,1,16,3,4,3.1999998
4,27,9,0,2,12,3,4,1.3611107
4,22,6,0,1,14,5,6,2
3,42,16.5,2,1,14,3,6,0.7272727
3,32,16.5,4,1,12,3,4,1.696969
1,22,2.5,1,1,12,3,4,7.8399963
4,37,16.5,3,2,12,3,5,2.545454
3,22,6,3,2,14,3,2,3.2666645
5,22,2.5,0,2,12,3,5,7.8399963
2,22,2.5,0,3,14,3,3,4.8999996
3,22,2.5,0,3,16,4,4,1.3999996
3,22,0.5,0,1,14,3,2,39.1999817
4,22,2.5,0,3,14,3,4,0.4
4,27,9,2,2,14,4,2,1.3611107
5,37,16.5,2,3,14,3,5,1.1878777
4,32,13,1,3,14,4,5,0.9423077
3,32,13,4,3,12,5,4,0.2692307
3,27,6,3,3,14,3,5,2.041666
4,32,13,2,2,14,3,4,0.9230769
2,42,23,2,2,14,5,5,0.8521735
4,37,16.5,2,3,12,4,4,0.7272727
5,27,2.5,1,3,12,4,5,4.8999996
3,22,2.5,1,1,12,2,2,0.4
2,27,6,2,2,14,4,4,0.5833333
3,42,23,3,2,14,3,3,0.8521735
2,22,2.5,1,2,14,2,2,7.8399963
5,22,6,1,2,17,4,2,7
5,32,13,2,2,14,2,2,0.6153846
1,32,16.5,2,2,17,4,2,0.7272727
2,32,16.5,3,2,14,4,5,0.2121212
3,37,16.5,2,3,14,5,2,0.7424242
4,42,23,5.5,1,12,3,5,0.8521735
4,42,23,3,4,14,3,4,0.5217391
4,27,6,0,2,16,4,4,1.333333
4,27,2.5,2,2,16,4,5,1.3999996
3,27,9,1,2,12,2,2,0.3888888
4,27,6,2,3,14,4,4,2
4,27,9,2,2,12,4,5,0.3888888
2,27,6,0,3,14,3,6,2
4,27,9,2,3,16,4,6,1.3611107
4,22,2.5,1,3,14,5,1,0.4
2,27,2.5,1,1,14,5,4,7.8399963
4,37,16.5,3,3,14,3,4,0.2121212
5,32,13,2,1,14,3,6,0.9230769
2,27,9,0,2,17,4,5,1.3611107
4,32,16.5,3,3,12,3,3,0.7272727
5,42,23,3,3,12,3,5,1.217391
1,37,16.5,1,3,12,2,3,0.7424242
5,27,2.5,0,2,14,2,4,4.8999996
4,37,16.5,1,3,14,3,6,0.7424242
5,32,13,1,1,20,2,6,1.5076914
5,27,6,2,2,14,4,5,0.5833333
4,27,2.5,0,1,20,6,1,7.8399963
4,42,23,4,3,12,2,3,0.3478261
3,27,9,1,3,17,5,5,2.1777763
3,22,2.5,1,2,12,2,2,3.1999998
4,27,6,0,2,14,3,6,2.041666
4,32,13,2,1,12,3,5,3.4461536
2,32,9,1,2,16,3,3,0.1111111
2,27,6,1,1,14,4,6,2.041666
3,22,2.5,1,1,14,2,2,1.3999996
5,22,0.5,0,1,12,3,4,2
5,22,2.5,0,2,20,4,1,7.8399963
5,22,6,0,3,14,3,2,0.5833333
5,42,23,2,3,17,4,2,0.1521739
1,22,2.5,1,2,14,3,2,4.7999992
3,27,6,1,2,12,3,4,3.2666645
3,22,6,0,3,14,5,4,2
4,27,9,2,2,16,4,4,2.1777763
3,22,6,1,2,9,2,2,0.1666666
4,32,16.5,3,2,16,5,5,0.2121212
5,37,16.5,1,3,14,3,2,0.4848484
2,27,9,2,3,14,2,2,0.8888888
4,32,13,0,2,14,3,5,0.2692307
4,37,23,5.5,3,14,4,5,0.8521735
4,27,13,2,3,12,3,5,0.2692307
3,27,9,1,1,16,3,6,1.3611107
3,32,13,3,2,14,3,4,0.2692307
2,27,9,1,3,14,3,5,1.3611107
3,22,6,2,2,12,3,2,1.333333
3,32,16.5,2,2,12,3,5,0.0606061
3,42,23,2,3,12,2,3,2.9217386
4,27,6,1,3,14,3,3,2.041666
2,27,13,2,1,12,4,5,1.5076914
3,42,23,3,2,12,3,4,0.1521739
2,42,23,4,2,12,5,5,0.5217391
5,42,23,4,4,14,3,2,0.1521739
4,27,6,1,1,12,5,6,7
3,42,23,1,2,14,5,6,0.5326087
1,32,13,0,3,14,3,5,0.9423077
5,32,13,2,3,14,4,2,0.9230769
3,27,6,0,1,16,3,2,2.041666
3,27,9,2,3,14,5,5,1.333333
3,27,6,1,3,16,4,5,0.5833333
4,22,2.5,0,1,12,3,2,1.3999996
2,42,23,2,3,12,5,5,0.8521735
4,22,2.5,0,3,14,5,4,3.1999998
4,27,9,2,2,20,4,6,0.3888888
2,27,2.5,1,2,14,2,4,1.3999996
4,37,23,4,3,14,3,3,4.173913
3,27,9,1,2,14,3,4,1.333333
5,22,2.5,0,2,12,3,2,1.3999996
4,27,6,1,2,12,3,4,0.1666666
5,32,13,1,3,14,5,5,0.9230769
5,32,13,1,2,12,3,4,0.2692307
4,27,2.5,0,3,14,5,4,4.7999992
4,27,9,1,3,14,3,5,0.1111111
5,32,13,2,2,12,5,3,0.9423077
4,27,2.5,0,3,12,3,3,0.4
3,32,13,2,2,14,3,3,0.2692307
4,27,6,1,3,12,3,4,0.5833333
5,37,23,4,3,16,5,5,0.5217391
4,27,9,2,2,12,5,5,2.1777763
2,42,16.5,3,3,16,3,5,2.545454
4,27,6,0,2,14,3,5,2.041666
3,22,2.5,1,3,12,5,5,0.4
4,32,13,2,2,14,3,5,1.5076914
3,27,6,1,2,14,3,4,3.2666645
3,27,13,1,1,12,3,3,0.6153846
3,27,6,0,1,16,6,6,2.041666
3,32,16.5,3,2,14,3,4,1.1878777
5,42,23,3,3,14,3,4,0.8521735
4,22,6,0,3,12,3,5,0.5833333
4,32,16.5,2,3,12,3,4,0.2121212
1,37,16.5,3,2,14,4,4,0.2121212
3,22,2.5,0,3,16,3,4,4.8999996
3,27,6,0,3,17,5,5,3.2666645
3,37,16.5,2,3,16,5,3,0.0606061
2,32,13,3,2,12,3,2,0.9423077
4,37,23,2,3,14,5,2,0.1521739
4,27,9,2,4,17,4,4,1.3611107
4,27,9,1,2,14,3,5,0.1111111
2,42,16.5,5.5,2,16,3,5,2.545454
4,32,16.5,3,4,14,3,4,4.0727262
4,27,6,1,3,14,3,2,2
4,42,23,3,2,12,3,4,1.9478254
5,32,16.5,3,2,12,3,5,1.696969
5,32,16.5,3,1,14,2,4,0.0606061
4,37,16.5,2,2,14,3,2,0.7272727
2,22,6,2,3,12,3,4,2
4,32,16.5,3,4,14,3,3,0.0606061
2,37,23,3,3,12,3,2,0.1521739
5,27,6,2,2,12,4,4,0.5833333
5,32,16.5,2,2,17,4,3,0.0606061
3,32,16.5,2,2,12,4,4,1.1878777
4,27,9,2,3,12,3,4,0.8888888
4,32,16.5,1,3,14,5,2,1.696969
4,27,9,2,2,16,4,5,2.1777763
4,22,2.5,0,1,16,3,2,0.4
3,37,23,4,2,14,3,5,0.8521735
5,27,13,2,2,12,2,5,0.9423077
5,32,16.5,4,3,14,3,4,0.7272727
2,37,16.5,3,2,14,5,3,0.2121212
5,32,6,1,3,14,3,5,0.5833333
3,22,2.5,0,2,16,3,3,4.8999996
5,22,2.5,0,3,16,3,2,4.7999992
2,32,13,1,2,12,3,2,1.5076914
3,42,13,0,3,17,5,2,1.5076914
3,22,2.5,0,1,16,3,5,7.8399963
3,42,23,3,2,17,4,4,1.217391
2,27,13,2,1,14,3,5,4.9230766
4,22,2.5,1,1,14,3,1,1.3999996
5,22,2.5,1,3,14,4,5,0.4
4,42,23,1,3,14,3,2,0.1521739
5,32,9,2,1,17,6,6,2.1777763
4,32,16.5,3,2,12,3,2,2.545454
3,27,2.5,1,3,14,3,6,1.3999996
3,37,16.5,4,2,14,3,2,0.2121212
3,32,16.5,3,3,14,3,5,0.7424242
3,32,23,3,3,14,3,2,1.217391
5,22,2.5,0,1,12,2,2,1.3999996
3,32,16.5,3,2,12,5,5,4.0727262
4,27,2.5,0,1,17,4,3,1.3999996
3,27,6,0,2,20,6,6,3.2666645
5,27,13,0,3,14,3,4,0.0769231
5,37,16.5,3,4,14,5,5,0.2121212
4,37,16.5,3,1,14,3,3,0.7272727
5,32,13,1,3,14,5,2,3.2307692
4,27,6,0,2,14,3,6,2
3,27,0.5,0,1,14,3,3,24
3,22,2.5,2,3,14,2,2,4.8999996
4,37,23,4,4,12,3,3,0.1521739
5,32,16.5,2,3,14,4,5,1.1878777
5,32,13,3,3,14,3,6,0.9230769
4,32,13,3,1,20,5,5,1.5076914
3,27,6,0,1,12,3,4,0.5833333
5,22,2.5,0,3,14,3,2,1.3999996
4,32,23,3,2,9,4,5,1.217391
3,37,23,2,2,12,5,4,0.5217391
2,22,2.5,2,2,12,2,2,4.8999996
4,32,13,0,3,14,3,5,1.5076914
5,27,2.5,0,3,14,3,5,0.4
4,32,9,2,3,14,2,4,0
4,27,6,0,2,14,3,4,0
4,22,2.5,0,2,14,3,2,0
5,42,23,4,3,16,3,5,0
5,27,2.5,1,3,20,2,2,0
4,27,6,1,2,14,2,4,0
4,42,23,5.5,2,12,3,2,0
5,27,2.5,0,1,14,3,2,0
5,32,13,2,3,14,3,5,0
4,22,2.5,0,2,12,4,4,0
5,22,2.5,0,3,12,3,2,0
3,27,6,1,2,17,5,4,0
3,27,2.5,0,2,16,3,5,0
5,22,2.5,0,3,14,3,5,0
5,22,2.5,0,1,17,4,2,0
4,27,2.5,1,1,16,2,4,0
5,27,2.5,0,2,16,5,4,0
4,32,13,4,3,12,3,4,0
5,17.5,0.5,0,4,16,3,4,0
5,27,6,2,3,14,5,5,0
5,22,6,2,2,17,4,2,0
5,22,2.5,0,2,14,4,2,0
3,27,9,0,2,16,5,2,0
4,27,2.5,1,3,14,3,5,0
5,22,2.5,0,1,12,3,4,0
5,22,6,0,3,12,3,4,0
5,27,6,2,3,12,3,3,0
5,27,6,2,3,12,2,4,0
4,27,2.5,0,1,12,3,2,0
3,22,2.5,1,1,14,4,2,0
4,22,2.5,0,1,14,3,2,0
5,22,2.5,1,3,12,2,2,0
5,27,6,1,4,14,5,6,0
4,42,23,5.5,2,12,3,5,0
5,27,9,2,3,14,3,4,0
5,32,9,2,2,12,4,5,0
4,22,2.5,0,3,16,4,6,0
5,32,9,4,3,14,4,4,0
5,27,2.5,0,2,16,2,4,0
3,27,2.5,0,2,14,3,4,0
4,27,9,0,2,12,4,4,0
5,32,6,1,2,17,4,5,0
4,22,2.5,0,3,12,3,4,0
4,32,9,2,2,14,4,2,0
4,22,2.5,0,2,16,4,5,0
5,42,23,4,3,14,4,6,0
4,27,2.5,2,3,14,4,3,0
5,22,2.5,0,4,16,4,1,0
5,17.5,0.5,0,2,14,4,5,0
3,22,0.5,0,2,16,3,2,0
5,22,0.5,0,3,16,4,2,0
3,32,13,0,3,20,4,5,0
4,27,2.5,0,4,16,4,6,0
5,42,23,5.5,1,14,3,3,0
4,37,16.5,3,3,16,3,5,0
5,32,16.5,3,2,12,2,2,0
4,32,9,2,2,14,4,3,0
3,22,2.5,0,1,12,3,4,0
4,37,2.5,0,3,12,3,4,0
4,27,2.5,0,2,14,3,5,0
5,32,9,2,1,14,3,5,0
5,32,13,2,1,16,4,5,0
5,37,16.5,3,3,16,5,4,0
5,22,0.5,0,2,14,3,5,0
5,42,16.5,2,3,17,4,4,0
3,27,6,1,3,12,3,2,0
5,22,2.5,0,2,16,4,4,0
5,27,9,3,4,16,4,5,0
5,42,23,1,4,17,4,5,0
5,27,2.5,0,2,16,4,5,0
5,42,23,1,3,14,3,2,0
5,27,2.5,0,1,16,6,6,0
5,27,2.5,1,2,14,3,4,0
5,17.5,2.5,0,1,14,3,2,0
5,22,6,0,1,12,2,3,0
3,32,13,2,2,14,2,2,0
5,27,2.5,0,1,17,4,5,0
4,32,2.5,0,2,16,4,3,0
5,22,2.5,1,1,12,3,3,0
5,22,2.5,0,2,14,3,3,0
5,42,16.5,3,2,12,3,4,0
5,27,6,1,2,14,4,4,0
5,32,9,2,3,16,4,4,0
5,32,16.5,3,1,16,4,2,0
4,27,2.5,0,3,14,3,5,0
5,27,9,3,1,17,4,4,0
4,27,2.5,0,3,14,4,5,0
3,37,16.5,4,3,14,4,4,0
5,22,2.5,0,2,17,5,5,0
5,32,9,2,2,17,5,5,0
5,22,2.5,1,1,12,3,4,0
3,27,6,2,2,14,5,6,0
5,22,2.5,0,2,14,3,4,0
5,27,9,2,3,17,4,5,0
4,27,2.5,0,2,14,3,3,0
5,22,2.5,1,2,12,3,4,0
4,27,2.5,0,3,12,2,5,0
5,27,6,2,3,14,2,4,0
5,22,2.5,2,1,14,4,3,0
4,42,23,3,2,16,3,5,0
4,32,6,0,3,12,3,4,0
5,22,2.5,0,3,16,4,5,0
5,22,2.5,0,3,16,3,4,0
5,27,6,0,1,16,4,2,0
4,42,23,3,2,9,5,5,0
5,22,0.5,0,2,16,3,3,0
3,22,2.5,0,2,16,5,5,0
5,27,9,2,1,12,2,3,0
5,32,16.5,2,1,12,2,5,0
2,32,16.5,1,3,12,3,5,0
3,22,2.5,0,2,14,3,4,0
4,22,2.5,1,2,12,3,2,0
4,27,6,0,2,12,3,2,0
5,22,0.5,0,1,16,4,1,0
5,27,2.5,0,3,16,3,5,0
5,37,16.5,3,1,16,4,5,0
4,42,23,3,4,12,3,4,0
5,27,2.5,0,2,20,4,6,0
4,32,6,2,2,16,4,5,0
5,27,9,0,2,12,4,5,0
4,32,6,1,3,12,6,6,0
3,32,13,2,2,16,3,2,0
4,37,16.5,4,2,12,3,2,0
5,32,13,2,3,12,5,4,0
3,22,2.5,2,1,12,3,2,0
5,27,2.5,0,3,17,4,4,0
5,22,2.5,0,3,12,3,5,0
5,37,13,0,3,12,3,4,0
5,22,2.5,0,1,12,3,4,0
4,37,16.5,2,3,14,4,5,0
5,37,16.5,2,3,14,3,4,0
5,27,6,2,3,17,4,5,0
1,22,2.5,1,2,17,2,2,0
3,32,13,3,1,14,3,5,0
4,27,2.5,1,3,12,3,5,0
5,32,6,2,2,16,4,5,0
5,22,2.5,0,1,12,3,5,0
5,32,9,4,2,16,4,4,0
4,22,2.5,0,1,14,3,1,0
5,17.5,0.5,0,3,12,2,2,0
5,27,0.5,0,1,17,4,5,0
5,22,0.5,0,4,16,6,2,0
5,27,6,0,1,12,3,5,0
5,37,16.5,1,2,14,4,3,0
3,42,16.5,3,3,14,3,4,0
5,27,6,1,2,16,4,4,0
5,42,23,2,3,17,5,4,0
4,22,0.5,0,3,14,4,4,0
2,37,16.5,3,2,14,3,4,0
5,22,2.5,0,2,14,3,4,0
5,27,2.5,0,1,16,4,4,0
4,27,2.5,1,2,14,3,5,0
3,42,13,0,3,16,4,6,0
3,42,16.5,1,4,20,6,6,0
4,42,23,4,3,14,3,5,0
5,27,6,1,2,12,3,4,0
5,37,23,5.5,3,12,2,5,0
5,27,9,2,2,14,2,2,0
4,27,13,4,2,12,3,2,0
3,27,6,1,1,17,4,5,0
5,32,9,2,3,12,4,4,0
5,27,2.5,0,1,14,5,4,0
4,27,9,2,3,16,4,4,0
5,27,2.5,0,1,14,3,3,0
4,42,23,4,3,12,3,2,0
3,27,2.5,0,1,17,4,5,0
4,27,6,1,2,12,3,2,0
3,27,6,2,1,12,2,2,0
3,42,9,1,2,14,5,4,0
5,42,23,3,3,14,3,5,0
4,22,6,2,1,12,3,6,0
5,27,2.5,0,2,16,3,5,0
4,27,9,2,3,12,2,5,0
5,22,2.5,0,4,16,5,1,0
5,27,6,2,3,16,3,5,0
5,22,2.5,0,3,16,4,4,0
5,22,0.5,0,2,12,2,2,0
5,32,6,0,2,14,3,4,0
5,42,23,4,2,16,5,5,0
5,42,16.5,1,3,17,4,5,0
5,27,16.5,4,2,12,3,4,0
5,27,6,2,1,14,3,4,0
5,37,23,3,2,14,3,6,0
3,27,6,2,2,12,3,5,0
5,32,6,0,1,16,5,5,0
4,32,9,0,2,14,3,5,0
4,27,9,5.5,1,12,4,3,0
4,22,2.5,1,1,12,5,4,0
4,22,6,1,2,12,2,2,0
5,42,23,3,3,12,3,4,0
4,32,6,2,3,14,4,4,0
4,22,2.5,0,1,16,3,4,0
4,42,23,2,3,14,3,5,0
4,37,16.5,2,3,14,3,5,0
5,27,2.5,0,3,14,3,4,0
2,42,23,5.5,1,20,2,5,0
4,27,2.5,1,2,14,5,5,0
4,27,16.5,4,2,17,4,4,0
4,22,2.5,0,1,14,3,4,0
5,32,9,2,2,16,4,4,0
4,22,2.5,0,3,14,4,5,0
5,42,23,5.5,3,16,2,5,0
5,27,2.5,0,4,14,3,5,0
5,27,2.5,1,1,14,4,6,0
4,22,0.5,0,3,16,5,1,0
4,22,2.5,0,3,14,3,4,0
5,22,0.5,0,1,16,3,6,0
3,42,23,3,2,16,4,2,0
5,27,2.5,1,2,12,3,2,0
5,22,2.5,0,3,14,3,6,0
4,27,6,2,3,16,4,4,0
3,22,6,3,2,14,3,2,0
4,22,2.5,0,4,12,3,2,0
5,42,23,2,3,12,3,4,0
4,27,2.5,0,2,16,4,5,0
5,27,6,0,1,12,3,4,0
5,22,0.5,0,2,14,2,4,0
5,32,16.5,2,3,12,3,4,0
4,27,2.5,0,2,12,3,5,0
5,22,2.5,0,2,17,4,4,0
5,32,9,2,2,16,4,5,0
5,17.5,2.5,0,3,12,3,2,0
4,22,2.5,0,3,12,3,2,0
5,22,2.5,0,2,16,4,5,0
5,32,9,2,3,17,4,2,0
5,22,0.5,0,2,16,4,4,0
5,37,16.5,3,4,14,4,2,0
5,27,2.5,0,2,16,2,4,0
5,37,13,3,3,20,4,4,0
4,32,6,1,2,14,5,6,0
5,27,6,0,1,12,5,5,0
5,32,2.5,0,3,12,3,5,0
5,32,16.5,2,3,12,3,3,0
4,27,2.5,1,2,17,4,5,0
4,27,6,1,3,17,4,4,0
2,42,23,4,3,9,2,2,0
4,22,2.5,0,2,14,5,4,0
4,27,2.5,0,1,16,4,4,0
5,27,6,0,2,12,3,4,0
3,22,2.5,0,2,16,3,5,0
4,22,2.5,0,2,12,3,5,0
4,22,2.5,0,3,17,5,4,0
5,42,23,5.5,4,12,3,5,0
4,32,13,3,3,12,3,5,0
5,22,2.5,0,3,14,3,5,0
5,22,2.5,0,2,16,3,5,0
4,27,2.5,1,2,16,4,5,0
5,42,23,4,1,17,3,5,0
4,32,13,3,3,12,3,5,0
3,17.5,2.5,0,1,16,4,2,0
4,42,23,3,3,16,4,2,0
5,27,9,2,3,12,3,5,0
5,22,2.5,1,3,14,3,4,0
4,27,6,2,2,14,3,4,0
5,32,9,0,3,17,4,5,0
5,22,2.5,0,4,12,3,4,0
5,37,16.5,3,3,12,3,5,0
4,22,6,2,3,14,4,2,0
5,27,2.5,0,4,16,4,2,0
5,37,13,2,2,20,4,5,0
5,27,13,2,2,16,4,4,0
5,22,2.5,0,3,12,2,5,0
4,22,6,1,2,12,3,5,0
5,27,2.5,0,2,16,4,4,0
3,22,2.5,1,2,12,2,5,0
5,22,0.5,0,3,14,3,5,0
5,17.5,2.5,0,1,14,3,4,0
5,22,2.5,0,2,14,3,5,0
4,22,0.5,0,3,12,2,5,0
5,27,2.5,0,1,16,4,5,0
4,22,2.5,0,3,12,3,3,0
4,27,6,0,1,12,3,2,0
5,22,2.5,2,1,14,3,4,0
2,27,6,1,2,12,2,2,0
5,22,0.5,0,2,16,4,5,0
5,22,6,0,3,14,3,4,0
5,27,2.5,0,3,12,4,2,0
3,32,16.5,4,3,14,4,4,0
5,27,2.5,0,1,20,4,4,0
4,27,2.5,0,2,16,5,6,0
5,22,2.5,0,4,16,4,5,0
5,22,2.5,0,3,17,4,4,0
4,22,2.5,0,2,16,3,2,0
4,37,16.5,3,2,12,5,4,0
5,27,6,2,4,17,4,5,0
5,22,2.5,1,2,12,3,2,0
5,32,16.5,4,3,12,3,3,0
5,22,0.5,0,4,16,3,2,0
3,27,9,1,2,14,3,4,0
5,37,23,3,4,12,3,2,0
5,22,2.5,0,3,14,3,5,0
5,22,2.5,0,3,14,3,4,0
5,22,2.5,0,3,12,3,4,0
4,32,13,1,3,12,5,5,0
5,32,2.5,1,3,12,3,4,0
4,22,2.5,0,2,12,3,4,0
4,22,6,1,2,12,3,5,0
5,17.5,2.5,1,3,12,2,2,0
5,22,2.5,0,2,14,2,4,0
4,27,0.5,0,3,16,3,6,0
5,22,2.5,0,2,12,3,2,0
5,22,2.5,0,1,17,4,4,0
5,32,2.5,0,3,14,3,4,0
5,27,2.5,0,2,14,3,5,0
4,27,6,1,2,12,3,4,0
3,22,2.5,0,2,14,2,5,0
5,27,6,2,3,12,4,2,0
4,22,0.5,0,1,12,2,2,0
5,42,23,3,1,20,4,6,0
3,22,2.5,1,2,12,3,4,0
5,27,6,0,2,16,5,5,0
4,22,2.5,0,3,12,2,5,0
5,22,6,0,3,14,3,4,0
4,22,2.5,0,3,14,5,4,0
5,17.5,2.5,0,2,12,2,5,0
4,27,2.5,0,1,17,2,6,0
3,42,23,5.5,3,14,3,5,0
4,32,6,2,1,16,4,4,0
5,22,6,2,2,14,3,2,0
5,22,6,3,3,12,3,4,0
5,22,2.5,0,2,12,2,2,0
4,42,23,2,3,16,4,5,0
4,27,2.5,2,3,20,4,5,0
4,27,2.5,1,2,14,3,5,0
4,32,13,2,4,14,4,3,0
5,22,0.5,0,3,14,3,5,0
3,42,23,2,2,12,3,5,0
5,42,23,3,4,14,3,5,0
5,22,0.5,0,2,20,4,4,0
5,22,2.5,0,1,14,3,3,0
4,27,6,1,1,20,4,2,0
5,32,9,2,3,14,4,1,0
4,17.5,0.5,0,1,12,3,4,0
5,42,6,0,2,17,4,5,0
5,42,23,2,2,12,3,6,0
4,27,13,1,2,12,5,2,0
4,27,2.5,0,1,14,3,4,0
3,27,6,2,2,12,2,2,0
5,22,6,0,1,14,5,5,0
4,37,13,2,3,20,4,4,0
4,27,2.5,0,1,16,4,1,0
5,27,9,2,3,17,4,4,0
4,32,2.5,1,2,12,3,4,0
4,27,2.5,0,4,14,3,6,0
5,27,6,3,1,16,3,5,0
5,32,16.5,4,3,14,5,2,0
5,17.5,0.5,0,3,12,3,2,0
4,42,23,4,2,12,2,5,0
5,27,6,0,4,16,5,5,0
4,27,2.5,0,1,16,4,5,0
5,37,16.5,2,1,16,4,5,0
5,22,2.5,1,3,17,4,2,0
4,17.5,2.5,0,3,12,3,4,0
3,27,6,2,3,14,3,5,0
3,37,16.5,3,3,12,4,5,0
4,27,2.5,0,4,14,3,4,0
4,37,13,2,2,12,2,4,0
4,32,9,1,3,17,4,4,0
5,27,6,1,2,16,2,6,0
4,22,2.5,1,3,12,2,4,0
2,42,23,5.5,1,12,5,5,0
5,42,16.5,5.5,3,17,4,5,0
5,42,23,4,3,12,5,6,0
5,22,0.5,0,3,12,3,5,0
5,22,2.5,0,1,16,5,5,0
3,32,13,3,4,14,3,5,0
3,32,13,3,3,16,4,2,0
5,32,9,2,3,16,4,6,0
5,27,0.5,0,3,12,3,5,0
5,32,16.5,3,4,14,2,4,0
3,22,2.5,0,2,12,3,2,0
5,27,13,3,3,12,2,4,0
4,27,2.5,0,3,14,3,4,0
4,42,13,0,3,20,4,4,0
5,32,13,3,2,12,3,4,0
5,27,13,3,3,12,3,5,0
4,32,13,3,4,14,3,4,0
4,27,0.5,1,3,17,4,4,0
5,27,6,0,2,12,3,5,0
3,27,6,2,2,14,4,3,0
3,22,2.5,0,2,16,5,4,0
3,32,0.5,0,3,20,6,5,0
5,42,23,4,4,20,4,4,0
3,22,0.5,0,2,14,3,5,0
5,27,9,2,4,16,2,5,0
5,22,2.5,0,3,16,4,4,0
4,42,16.5,2,3,12,2,2,0
4,42,16.5,3,2,20,4,4,0
5,42,23,4,2,20,6,5,0
4,32,16.5,3,2,12,3,5,0
4,32,6,1,1,17,4,4,0
2,32,16.5,2,4,12,3,2,0
5,32,9,2,4,20,4,6,0
5,22,2.5,0,2,16,3,2,0
5,27,2.5,1,1,16,4,4,0
4,27,9,1,3,12,3,4,0
2,32,16.5,3,4,12,3,5,0
4,32,13,2,1,20,4,6,0
5,27,2.5,0,2,16,4,5,0
4,37,13,2,4,14,4,5,0
4,22,0.5,0,2,16,4,4,0
4,27,9,2,2,14,4,4,0
5,27,6,0,1,16,5,5,0
4,32,13,2,3,14,4,5,0
2,42,23,2,2,12,3,5,0
4,22,0.5,0,2,14,3,2,0
5,42,23,2,3,12,3,5,0
5,22,2.5,0,3,16,4,6,0
5,32,13,0,3,17,4,4,0
5,22,0.5,0,2,16,4,2,0
4,32,13,0,1,12,5,5,0
4,37,9,0,1,16,3,5,0
5,37,16.5,5.5,3,14,4,4,0
4,27,6,0,3,14,5,6,0
5,42,23,1,1,17,3,2,0
4,22,2.5,0,1,17,1,3,0
4,27,9,0,2,12,3,5,0
4,32,9,1,3,14,3,6,0
1,22,2.5,1,3,14,3,4,0
4,27,2.5,1,3,16,4,5,0
4,27,6,2,3,16,4,2,0
2,27,6,1,2,14,3,4,0
2,37,13,1,1,12,2,3,0
5,22,2.5,0,4,14,5,5,0
5,22,2.5,0,2,17,4,2,0
4,27,6,1,2,14,4,2,0
4,22,6,1,4,14,3,4,0
4,27,9,2,3,12,4,5,0
4,32,13,3,1,16,4,6,0
5,32,16.5,1,3,12,2,2,0
4,42,23,4,4,14,5,5,0
5,32,9,4,3,14,4,6,0
3,22,2.5,1,2,14,3,3,0
5,37,16.5,4,3,17,5,6,0
5,22,2.5,0,4,12,3,4,0
5,32,13,2,2,14,3,5,0
3,42,16.5,3,2,12,3,4,0
4,37,13,3,3,12,2,2,0
4,22,2.5,0,3,14,3,6,0
5,42,23,5.5,4,17,4,6,0
5,22,0.5,2,1,12,2,4,0
5,37,16.5,3,1,16,3,4,0
5,32,9,3,3,14,2,5,0
5,27,6,1,3,20,4,6,0
5,27,6,2,3,17,4,1,0
5,32,6,1,4,16,4,6,0
4,27,2.5,0,3,14,3,5,0
5,22,2.5,0,1,12,3,3,0
5,22,2.5,0,1,12,3,3,0
3,42,23,4,3,14,3,5,0
5,27,6,1,1,16,5,2,0
3,27,6,0,2,17,4,6,0
5,27,6,2,3,16,4,5,0
5,27,6,0,3,12,3,5,0
4,27,2.5,0,1,12,3,4,0
5,32,9,2,1,14,5,5,0
4,22,2.5,0,2,14,3,5,0
4,22,0.5,0,3,14,3,3,0
5,32,6,2,4,12,3,5,0
5,42,23,5.5,2,12,2,2,0
5,22,2.5,0,4,16,4,4,0
4,22,2.5,1,3,14,5,1,0
5,32,6,0,3,16,4,4,0
4,27,9,2,3,12,3,4,0
4,42,23,4,4,16,4,4,0
4,27,6,0,2,16,4,4,0
4,22,2.5,0,2,14,3,4,0
5,27,0.5,0,3,17,4,5,0
2,27,2.5,0,3,14,4,1,0
4,27,6,0,2,14,3,6,0
5,27,2.5,0,2,17,3,3,0
5,32,13,2,2,14,2,4,0
5,22,2.5,0,4,12,2,4,0
4,42,16.5,2,2,12,3,2,0
5,27,13,2,3,12,3,5,0
5,22,2.5,1,2,12,2,2,0
5,37,16.5,4,3,12,2,6,0
5,27,2.5,0,2,16,3,4,0
4,22,2.5,0,2,14,3,4,0
5,22,2.5,0,3,12,2,5,0
5,27,2.5,0,2,17,4,2,0
4,27,2.5,0,2,17,4,4,0
4,42,23,2,4,12,4,2,0
5,27,2.5,0,2,16,3,5,0
4,37,13,1,3,12,2,2,0
4,27,6,2,3,14,3,5,0
5,27,6,1,3,12,3,4,0
3,42,23,5.5,2,14,4,5,0
5,27,6,0,3,20,4,4,0
5,22,2.5,0,2,14,3,2,0
4,27,2.5,0,3,12,3,3,0
5,22,2.5,0,3,16,3,5,0
2,32,2.5,1,2,12,5,2,0
4,27,2.5,1,2,14,4,4,0
4,27,0.5,0,3,14,3,4,0
4,32,9,1,3,17,4,4,0
4,27,9,2,2,17,4,5,0
