;;;   
;;;   The lexicon was taken from Brill's rule based tagger v1.14,
;;;   trained on Brown corpus and Penn Treebank.
;;;   
;;;   Eric Brill (1992). A simple rule-based part of speech tagger.
;;;   In Proceedings of the workshop on Speech and Natural Language (pp. 112-116).
;;;   Association for Computational Linguistics.
;;;   
;;;   Copyright 1993 by the Massachusetts Institute of Technology and the
;;;   University of Pennsylvania. All rights reserved. MIT license.
;;;   
;;;   Additional words were added from the Twitter Part-of-Speech Annotated Data,
;;;   available under the Creative Commons Attribution 3.0 Unported license ("CC-BY").
;;;   Carnegie Mellon University. http://www.ark.cs.cmu.edu/TweetNLP
;;;   
;;;   Kevin Gimpel, Nathan Schneider, Brendan O'Connor, et al. (2011).
;;;   Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments.
;;;   In Proceedings of the Annual Meeting of the ACL, Portland, OR, June 2011.
;;;   
! .
!! .
!!! .
!!!! .
!!!!! .
!!!!!! .
!!!!!!! .
!!!!!!!! .
!. .
!? .
" "
# #
#1 CD
#2 CD
#GLEE NNP
#Glee NNP
#celtics NNPS
#fail NN
#fb NNP
#glee NNP
#howcome VB
#lakers NNPS
#shoutout NN
#teamceltics NNPS
#teamlakers NNPS
#win NN
leather-hard JJ
leather-men NNS
leatherbound JJ
leathered JJ
leathers NNS
leathery JJ
leave VB
leave-taking NN
leavened VBD
leavening VBG
leaves VBZ
leavin VBG
leaving VBG
leaving... :
leavings NNS
lebensraum NN
lebron NNP
lecher NN
lecherous JJ
lectern NN
lecture NN
lectured VBD
lecturer NN
lecturers NNS
lectures NNS
lecturing VBG
led VBN
ledge NN
ledger NN
ledgers NNS
ledges NNS
leech NN
leeches NNS
leered VBD
leering VBG
leery JJ
leet JJ
leeway NN
left VBN
left-centerfield JJ
left-field JJ
left-front JJ
left-hand JJ
left-handed JJ
left-justified JJ
left-leaning JJ
left-of-center JJ
left-right JJ
left-wing JJ
leftfield NN
lefthander NN
lefthanders NNS
leftist JJ
leftists NNS
leftover JJ
leftovers NNS
leftward JJ
leg NN
leg-split JJ
legacies NNS
legacy NN
legal JJ
legal-ethics NNS
legal-lending JJ
legal-services NNS
legalistic JJ
legality NN
legalization NN
legalize VB
legalized VBN
legalizing VBG
legally RB
legatee NN
legation NN
legations NNS
legato JJ
legend NN
legendary JJ
legends NNS
legerdemain NN
legged JJ
leggings NNS
leggy JJ
legibility NN
legible JJ
legion JJ
legions NNS
legislate VB
legislated VBN
legislates VBZ
legislating VBG
legislation NN
legislation-delaying JJ
legislative JJ
legislatively RB
legislator NN
legislators NNS
legislature NN
legislatures NNS
legitimacy NN
legitimate JJ
legitimately RB
legitimating VBG
legitimize VB
legitimized VBN
legitimizes VBZ
legs NNS
legume NN
leguminous JJ
leisure NN
leisure-oriented JJ
leisure-related JJ
leisure-services JJ
leisurely JJ
leitmotif NN
leitmotiv FW
lemmas NNS
lemme VBP
lemmings NNS
lemon NN
lemon-lime JJ
lemon-meringue NN
lemonade NN
lemons NNS
len NN
lend VB
lend-lease JJ
lendable JJ
lender NN
lenders NNS
lending NN
lends VBZ
length NN
lengthen VB
lengthened VBN
lengthening VBG
lengthens VBZ
lengthier RBR
lengthiest JJS
lengthily RB
lengths NNS
lengthwise RB
lengthy JJ
leniency NN
lenient JJ
lens NN
lenses NNS
lent VBD
lentils NNS
leopard-trimmed JJ
leopards NNS
leotards NNS
lepidoptery NN
leprae NNS
leprosy NN
les FW
lesbianism NN
lesbians NNS
lesion NN
lesions NNS
less JJR
less-advanced JJ|JJR
less-aggressive JJ
less-ambitious JJR
less-binding JJ
less-complicated JJ
less-conservative JJ
less-creditworthy JJ
less-cyclical JJ
less-developed JJ
less-developed-country JJ
less-dramatic JJ
less-educated JJ
less-effective JJ
less-established JJ
less-expensive JJ
less-experienced JJ
less-hurried JJ
less-indomitable JJ
less-influential JJ
less-intrusive JJ
less-junky JJR
less-liquid JJR
less-obvious JJ
less-perfectly RBR
less-polluting JJ
less-popular JJ
less-profitable JJ
less-restrictive JJ
less-rigorous JJR
less-risky JJ
less-self-confident JJ
less-serious JJ
less-sweeping JJ
less-than-alarming JJ
less-than-altruistic JJ
less-than-amicable JJ
less-than-brilliant JJ
less-than-carload JJ
less-than-dazzling JJ
less-than-diffident JJ
less-than-exacting JJ
less-than-expected JJ
less-than-half-time JJ
less-than-perfect JJ
less-than-robust JJ
less-than-successful JJ
less-than-truckload JJ
less-toxic JJ
less-traveled JJ
less-visible JJ
less. NN
lessen VB
lessened VBN
lessening NN
lessens VBZ
lesser JJR
lesser-developed JJ
lesser-developed-country JJ
lesser-known JJ
lesser-rank JJR
lessers NNS
lesson NN
lesson-learning NN
lesson... :
lessons NNS
lessor NN
lest IN
let VB
let's VB
let's-give-it-a-year JJ
let's-make-your-house-our-club JJ
let-down NNS
let-the-locals-decide JJ
letdown NN
lethal JJ
lethality NN
lethargic JJ
lethargies NNS
lethargy NN
lets VBZ
letter NN
letter-writing JJ
lettered VBD
letterhead NN
lettering NN
letterman NN
lettermen NNS
letters NNS
lettin VBG
letting VBG
lettuce NN
letup NN
leukemia NN
levamisole NN
levee NN
level NN
level-headed JJ
leveled VBD
levelheadedness NN
leveling NN
levelled VBN
levels NNS
lever NN
lever-action JJ
leverage NN
leveraged JJ
leveraged-buy-out JJ
leveraged-takeover NN
leveraging VBG
levers NNS
levi-clad JJ
leviathan JJ
levied VBN
levies NNS
levis NNS
levitation NN
levity NN
levy NN
levying VBG
lewd JJ
lewdly RB
lewdness NN
lex FW
lexical JJ
lexicon NN
lexicostatistic JJ
lexicostatistics NNS
liabilities NNS
liability NN
liabilty NN
liable JJ
liaison NN
liaisons NNS
liar NN
liars NNS
libel NN
libeled VBN
libellos NNS
libelous JJ
liberal JJ
liberal-arts NNS
liberal-conservative JJ
liberal-democratic JJ
liberal-led JJ
liberalism NN
liberality NN
liberalization NN
liberalizations NNS
liberalize VB
liberalized VBN
liberalizing VBG
liberally RB
liberals NNS
liberate VB
liberated VBN
liberating VBG
liberation NN
libertarian JJ
libertarians NNS
libertie NN
liberties NNS
libertine NN
libertines NNS
liberty NN
libido NN
librarian NN
librarian-board NN
librarians NNS
libraries NNS
library NN
librettists NNS
libretto NN
lice NNS
license NN
licensed VBN
licensee NN
licensees NNS
licenses NNS
licensing NN
licentiousness NN
lichen NN
licit JJ
lick VB
licked VBD
licking VBG
licks VBZ
lid NN
lidless JJ
lids NNS
lie VB
lied VBD
lieder JJ
lien NN
liens NNS
lies VBZ
lieu NN
lieutenant NN
lieutenant-governor NN
lieutenants NNS
life NN
life-and-death JJ
life-bettering JJ
life-changing JJ
life-contracts JJ
life-cycle JJ
life-death JJ
life-enhancement NN
life-health NN
life-insurance NN
life-like JJ
life-long JJ
life-of-contract JJ
life-or-death NN
life-saving JJ
life-size JJ
life-style NN
life-supporting JJ
life-threatening JJ
life-time JJ
life... :
lifeblood NN
lifeboat NN
lifeboats NNS
lifeguard NN
lifeguards NNS
lifeless JJ
lifelike JJ
lifeline NN
lifelong JJ
lifer NN
lifes NNS
lifesaving VBG
lifesize JJ
lifestyle NN
lifestyles NNS
lifetime NN
lift VB
lift-ticket JJ
lifted VBD
lifters NNS
lifting VBG
liftoff NN
liftoffs NNS
lifts VBZ
ligament NN
ligand NN
ligands NNS
light NN
light-activated JJ
light-blue JJ
light-bulb NN
light-colored JJ
light-crude NN
light-duty JJ
light-flared JJ
light-headed JJ
light-headedness JJ
light-hearted JJ
light-industrial JJ
light-mindedness JJ
light-rail JJ
light-reflecting JJ
light-transmitting JJ
light-truck JJ
light-water JJ
light-wave JJ
light-weight JJ
light-year NN
lighted VBN
lighten VB
lightened VBD
lightening VBG
lightens VBZ
lighter JJR
lighter'n JJR|IN
lighter-than-air JJ
lighter-than-normal JJ
lighters NNS
lightest JJS
lightheaded JJ
lighthearted JJ
lightheartedly RB
lighthouses NNS
lighting NN
lightly RB
lightness NN
lightning NN
lightning-fast JJ
lightning-like JJ
lightning-occurrence JJ
lightning-quick JJ
lights NNS
lightweight JJ
lightyears NNS
lignite JJ
likable JJ
like IN
like-minded JJ
liked VBD
likee VB
likelier JJR
likeliest JJS
likelihood NN
likely JJ
liken VBP
likened VBD
likeness NN
likening VBG
likens VBZ
likes VBZ
likewise RB
liking NN
lil JJ
lilac JJ
lilacs NNS
lilies NNS
lilt NN
lilting JJ
lily NN
lima NN
limb NN
limber JJ
limbic JJ
limbo NN
limbs NNS
lime NN
limelight NN
limestone NN
limit NN
limitation NN
limitations NNS
limited JJ
limited-edition JJ
limited-growth NN
limited-partner JJ
limited-partnership NN
limited-production JJ
limited-scale JJ
limited-substitution JJ
limited-time JJ
limiting VBG
limitless JJ
limits NNS
limo NN
limos NNS
limousine NN
limousines NNS
limp JJ
limp-looking JJ
limped VBD
limpid JJ
limping VBG
limply RB
limps VBZ
linage NN
linchpin NN
linden NN
line NN
line-centered NN
line-density NN
line-drawing JJ
line-driven NN
line-drying JJ
line-fragments NN
line-hand-wired JJ
line-item JJ
line-item-veto JJ
line-pairs NN
line-up NN
lineage NN
lineages NNS
lineal JJ
linear JJ
linearly RB
lineback NN
linebacker NN
linebackers NNS
lined VBN
lineman NN
linen NN
linen-covered JJ
linens NNS
liner NN
liners NNS
lines NNS
lineup NN
lineups NNS
linger VB
lingered VBD
lingerie NN
lingering VBG
lingers VBZ
lingo NN
lingua FW
linguine NN
linguist NN
linguist-anthropologist NN
linguistic JJ
linguistically RB
linguistics NNS
linguists NNS
liniment NN
liniments NNS
lining VBG
link NN
link-ups NNS
linkage NN
linkages NNS
linked VBN
linking VBG
links NNS
linkup NN
linkups NNS
linoleum NN
lint NN
lion NN
lion's-head NN
lioness NN
lionesses NNS
lionized VBN
lions NNS
lip NN
lip-sucking NN
lipid NN
lipoproteins NNS
liposomes NNS
lips NNS
lipstick NN
lipsticks NNS
liquefied VBN
liquefies VBZ
liquefy VB
liqueur NN
liquid JJ
liquid-chromatography NN
liquid-crystal JJ
liquid-drug JJ
liquid-fuel NN
liquid-glass NN
liquid-nitrogen NN
liquidate VB
liquidated VBN
liquidating VBG
liquidation NN
liquidations NNS
liquidator NN
liquidators NNS
liquidities NNS
liquidity NN
liquidity-enhancing JJ
liquidity-short-selling NN
liquids NNS
liquified JJ
liquor NN
liquor-crazed JJ
lira NN
liras NNS
lire NNS
lise NNS
lisping VBG
list NN
liste FW
listed VBN
listen VB
listened VBD
listener NN
listener-supported JJ
listeners NNS
listening VBG
listens VBZ
listeria FW
listing NN
listings NNS
listless JJ
listlessly RB
lists NNS
lit VBD
litany NN
liter NN
literacy NN
literal JJ
literal-minded JJ
literalism NN
literally RB
literalness NN
literary JJ
literate JJ
literature NN
literatures NNS
liters NNS
lithe JJ
lithium NN
lithograph NN
lithographic JJ
lithographs NNS
lithography NN
lithotripsy NN
lithotripter NN
litigant NN
litigants NNS
litigate VB
litigated VBN
litigation NN
litigation-support JJ
litigator NN
litigators NNS
litigious JJ
litle JJ
litmus NN
litter NN
litter-strewn JJ
litterbug NN
littered VBN
littering NN
litters NNS
little JJ
little-feared JJ
little-girl JJ
little-known JJ
little-noted JJ
little-noticed JJ
little-publicized JJ
little-town JJ
little-understood JJ
littlest JJS
liturgical JJ
liturgy NN
livability NN
livable JJ
live VB
live-hauled VBD
live-haulers NNS
live-in JJ
live-oak NN
lived VBD
livelier JJR
liveliest JJS
livelihood NN
liveliness NN
lively JJ
liver NN
liveried JJ
livers NNS
livery NN
lives NNS
livestock NN
livestock-dealing JJ
livid JJ
livin NN
living VBG
living-benefits JJ
living-room NN
livres FW
lizard NN
lizards NNS
lmao UH
lmaoo UH
lmfao UH
lo UH
load NN
load-shedding NNS
loaded VBN
loader NN
loaders NNS
loadin VBG
loading NN
loadings NNS
loads NNS
loaf NN
loafed VBD
loafers NNS
loan NN
loan-by-phone JJ
loan-defaulters NNS
loan-forgiveness NN
loan-guarantee NN
loan-loss NN
loan-management NN
loan-officer NN
loan-production NN
loan-repayment NN
loan-restructuring JJ
loan-to-value JJ
loaned VBN
loans NNS
loath JJ
loathed VBD
loathes VBZ
loathing NN
loathsome JJ
loaves NNS
lob VB
lob-scuse NN
lobbied VBD
lobbies NNS
lobby NN
lobbying VBG
lobbyist NN
lobbyists NNS
lobe NN
lobes NNS
loblolly NN
lobo NN
lobscouse NN
lobster NN
lobster-backed JJ
lobstermen NNS
lobsters NNS
lobular JJ
lobule NN
lobules NNS
local JJ
local-content JJ
local-control JJ
local-exchange JJ
local-government JJ
local-money NN
local-news NN
local-service JJ
locale NN
locales NNS
localism NN
localisms NNS
localities NNS
locality NN
localization NN
localize VB
localized JJ
locally RB
locals NNS
locate VB
located VBN
locates VBZ
locatin NN
locating VBG
location NN
location-minded JJ
locations NNS
loch NN
lock VB
lock-outs NNS
locked VBN
locker NN
locker-room NN
lockers NNS
lockhold NN
locking JJ
locking-in NN
lockout NN
locks NNS
lockstep NN
lockup NN
loco FW
locomotive NN
locomotives NNS
locus NN
locust NN
locusts NNS
locutions NNS
lodge NN
lodged VBN
lodges NNS
lodging NN
lodgings NNS
lodgment NN
loft NN
lofts NNS
lofty JJ
log NN
log-house NN
log-jam NN
log-rolled VBD
logarithm NN
logarithms NNS
logged VBN
logger NN
loggerheads NNS
loggers NNS
logging NN
logic NN
logic-rhetoric NN
logical JJ
logically RB
logistic JJ
logistical JJ
logistics NNS
logistics-computer NN
logjam NN
logo NN
logos NNS
logs NNS
loin NN
loincloth NN
loins NNS
loitering NN
lol UH
lolling VBG
lollipop NN
lone JJ
lonelier RBR
loneliest JJS
loneliness NN
lonely JJ
lonely-hearts NNS
loner NN
loners NNS
lonesome JJ
long JJ
long-acting JJ
long-arranged JJ
long-awaited JJ
long-banned JJ
long-bodied JJ
long-bubbling JJ
long-canceled JJ
long-chain NN
long-cherished JJ
long-considered JJ
long-cruise JJ
long-dated JJ
long-deferred JJ
long-delayed JJ
long-depressed JJ
long-deprived JJ
long-distance JJ
long-dollar JJ
long-dominant JJ
long-dormant JJ
long-endurance JJ
long-established JJ
long-familiar JJ
long-far NN
long-format JJ
long-hair JJ
long-handled JJ
long-haul JJ
long-held JJ
long-hoped-for JJ
long-keeping JJ
long-known JJ
long-lasting JJ
long-life JJ
long-line JJ
long-lived JJ
long-neck JJ
long-necked JJ
long-opposed JJ
long-overdue JJ
long-planned JJ
long-range JJ
long-rumored JJ
long-run JJ
long-running JJ
long-settled JJ
long-shanked JJ
long-shelf-life JJ
long-simmering JJ
long-sleeved JJ
long-sought JJ
long-standing JJ
long-stemmed JJ
long-studied JJ
long-successful JJ
long-suffering JJ
long-suspected JJ
long-tenured JJ
long-term JJ
long-term-oriented JJ
long-term`` ``
long-termers NNS
long-time JJ
long-troubled JJ
long-vanished JJ
long-view JJ
long-yardage JJ
longed VBD
longed-for JJ
longer RB
longer-established JJ
longer-lived JJ
longer-range JJR
longer-run JJ
longer-term JJ
longerterm JJ
longest JJS
longest-standing JJS
longevity NN
longhaired JJ
longhand JJ
longhaul NN
longhorn NN
longhorns NNS
longing NN
longings NNS
longish JJ
longitude NN
longitudes NNS
longitudinal JJ
longneck JJ
longrange JJ
longrun JJ
longs VBZ
longshoreman NN
longshoremen NNS
longshot NN
longstanding JJ
longstrained VBN
longsuffering JJ
longterm JJ
longtime JJ
longue NN
look VB
look-alike JJ
look-see NN
lookalike JJ
looked VBD
lookee-loos NNS
lookin VBG
looking VBG
lookit NN
lookout NN
looks VBZ
lookup NN
loom VBP
loomed VBD
looming VBG
looms VBZ
loon NN
loonies NNS
loony JJ
loop NN
loopaholics NNS
looped VBD
loophole NN
loophole... :
loopholes NNS
loops NNS
loopy JJ
loose JJ
loose-jointed JJ
loose-jowled JJ
loose-knit JJ
loose-leaf JJ
loose-loaded JJ
looseleaf NN
loosely RB
loosely-taped JJ
loosen VB
loosened VBN
looseness NN
loosening VBG
loosens VBZ
looser JJR
loosest JJS
loot NN
looted VBN
looting NN
lootings NNS
lop JJ
lope NN
loped VBD
lopes VBZ
loping VBG
lopped VBD
lopping NN
lopsided JJ
lopsidedly RB
loquacious JJ
loquacity NN
lorazapam NN
lord NN
lorded VBD
lordly JJ
lords NNS
lordship NN
lore NN
lorries NNS
lose VB
loser NN
losers NNS
loses VBZ
losing VBG
loss NN
loss-expense JJ
loss-making JJ
loss-plagued JJ
loss-recovery JJ
losses NNS
losses... :
lost VBD
lost-profits JJ
lot NN
lotion NN
lotions NNS
lots NNS
lotter NN
lotteries NNS
lottery NN
lotus NN
loud JJ
loud-voiced JJ
louder JJR
loudest JJS
loudly RB
loudspeaker NN
loudspeakers NNS
louis NNS
lounge NN
lounged VBD
lounges NNS
lounging VBG
louse VB
loused VBD
lousy JJ
loutish JJ
lovable JJ
love NN
love'em NN
love-hate JJ
love-in-action NN
love-making NN
lovebirds NNS
loved VBD
loved'em NN
lovelier-than-life JJ
lovelies NNS
loveliest JJS
loveliness NN
lovelorn JJ
lovely JJ
lover NN
lovering VBG
lovers NNS
loves VBZ
lovin JJ
loving JJ
lovingly RB
low JJ
low*/JJ-tech NN
low-VAT JJ
low-ability JJ
low-acid JJ
low-altitude NN
low-back JJ
low-back-pain JJ
low-ball JJ
low-base-price JJ
low-boiling JJ
low-budget JJ
low-cal JJ
low-caliber NN
low-calorie JJ
low-ceilinged JJ
low-cholesterol JJ
low-class JJ
low-concept JJ
low-cost JJ
low-crime JJ
low-density JJ
low-down NN
low-duty JJ
low-end JJ
low-fat JJ
low-foam NN
low-frequency JJ
low-grade JJ
low-grossing JJ
low-growth JJ
low-heeled JJ
low-income JJ
low-interest JJ
low-key JJ
low-level JJ
low-life JJ
low-lifes NNS
low-load JJ
low-loss JJ
low-lying JJ
low-maintenance JJ
low-margin JJ
low-moisture JJ
low-paid JJ
low-pass JJ
low-paying JJ
low-pitched JJ
low-polluting JJ
low-power JJ
low-price JJ
low-priced JJ
low-profile JJ
low-profit JJ
low-profitmargin NN
low-quality JJ
low-rate JJ
low-rated JJ
low-risk JJ
low-slung JJ
low-smoke JJ
low-speed JJ
low-stress JJ
low-sudsing JJ
low-sugar JJ
low-sulfur JJ
low-sulphur JJ
low-tax NN
low-temperature JJ
low-tension JJ
low-to-no-fat JJ
low-value JJ
low-voltage JJ
low-volume JJ
low-wage JJ
low-water NN
low-yielding JJ
lowball NN
lowdown JJ
lower JJR
lower-class JJ
lower-cost JJ
lower-court JJ
lower-cut JJ
lower-emission NN
lower-growth JJ
lower-house NN
lower-income JJ
lower-level JJ
lower-middle JJ
lower-middle-class JJ
lower-paid JJ
lower-priced JJ
lower-priority JJ
lower-quality NN
lower-rated JJ
lower-status JJ
lower-tech JJ
lower-than-anticipated JJ
lower-than-expected JJ
lower-than-forecast JJ
lower-than-planned JJ
lower-value JJR
lower-volume JJ
lower-wage JJ
lowered VBD
lowering VBG
lowers VBZ
lowest JJS
lowest-cost JJ
lowest-paying JJ
lowest-priced JJ
lowest-rated JJ
lowincome JJ
lowlands NNS
lowliest JJS
lowly JJ
lowprofile JJ
lows NNS
loyal JJ
loyalist NN
loyalists NNS
loyalties NNS
loyalty NN
lube NN
lubra NN
lubricant NN
lubricants NNS
lubricated VBN
lubricating-oil NN
lucid JJ
lucidity NN
lucidly RB
luck NN
lucked VBD
luckier JJR
luckiest JJS
luckily RB
lucks NNS
lucky JJ
lucrative JJ
lucy NN
ludicrous JJ
ludicrously RB
ludicrousness NN
lug VB
luggage NN
lugged VBD
lugging VBG
lugs NNS
lui FW
lukewarm JJ
lull NN
lullaby NN
lulled VBN
lulls NNS
lulu NN
lumbar JJ
lumber NN
lumber-like JJ
lumbered VBD
lumbering JJ
lumberjack NN
lumberyard NN
lumen NN
luminaries NNS
luminescence NN
luminescent JJ
luminosity NN
luminous JJ
luminously RB
lummox NN
lump NN
lump-sum JJ
lumped VBN
lumpen-intellectual JJ
lumpier JJR
lumping VBG
lumpish JJ
lumps NNS
lumpy JJ
lunar JJ
lunatic JJ
lunatic-fringe JJ
lunatics NNS
lunation NN
lunch NN
lunch-box NN
lunch-hour NN
lunch-time NN
lunched VBN
luncheon NN
luncheon-meat NN
luncheon-table JJ
luncheon-voucher NN
luncheons NNS
lunches NNS
lunchroom NN
lunchtime NN
lung NN
lung-cancer NN
lung-function JJ
lung-tissue JJ
lunge VB
lunged VBD
lunger NN
lunges VBZ
lunging VBG
lungs NNS
lurch NN
lurched VBD
lurching VBG
lure VB
lured VBN
lures VBZ
lurid JJ
luring VBG
lurk VB
lurked VBD
lurking VBG
lurks VBZ
luscious JJ
lush JJ
lushes NNS
lust NN
luster NN
lustful JJ
lustily RB
lustre NN
lustrious JJ
lustrous JJ
lusts NNS
lusty JJ
lute NN
lutihaw FW
luv NN
luxuriance NN
luxuries NNS
luxuriosly-upholstered JJ
luxurious JJ
luxury NN
luxury-car NN
luxury-goods NNS
luxury-suite NN
lye NN
lyin NN
lying VBG
lyking VBG
lymph NN
lymphocytes NNS
lymphocytic JJ
lymphoma NN
lynch VB
lynch-mob JJ
lynched VBN
lyophilized VBN
lyric JJ
lyrical JJ
lyricism NN
lyricist NN
lyricists NNS
lyrics NNS
lyriist NN
m NN
m&a JJ
m.p.h NN
m.p.h. NN
mEq NNP
mEq. NN
mV NN
ma FW
ma'am NN
macabre JJ
macaque JJ
macaroni NNS
macaroni-and-cheese NN
macaw NN
macbook NNP
machete NN
machetes NNS
machikin FW
machinations NNS
machine NN
machine-family NN
machine-gun NN
machine-gun-toting JJ
machine-gunned CD
machine-masters NNS
machine-tool JJ
machine-vision NN
machinegun NN
machinelike JJ
machinery NN
machinery-trading JJ
machines NNS
machining NN
machinist NN
machinists NNS
macho JJ
machos NNS
mackerel NN
mackinaw NN
mackintosh NN
macro-instructions NNS
macrocrystalline NN
macrocrystals NNS
macroeconomic JJ
macromolecular JJ
macromolecules NNS
macropathological JJ
macroscopically RB
mad JJ
madam NN
madcap JJ
maddening JJ
maddeningly RB
made VBN
made-for-TV JJ
made-for-television JJ
made-up JJ
madhouse NN
madly RB
madman NN
madmen NNS
madness NN
madrigal NN
madrigaling NN
madrigals NNS
madstones NNS
maelstrom NN
maestro NN
mafia NN
mafias NNS
mafiosi NNS
magazine NN
magazines NNS
magenta JJ
maget NN
maggot-covered JJ
maggots NNS
maggoty JJ
magic NN
magic-practicing JJ
magical JJ
magically RB
magician NN
magicians NNS
magisterially RB
magistrate NN
magistrates NNS
magnanimity NN
magnanimous JJ
magnate NN
magnates NNS
magnesium NN
magnet NN
magnetic JJ
magnetic-tape JJ
magnetic-tape-coating JJ
magnetically RB
magnetics NNS
magnetism NN
magnetisms NNS
magnetized VBN
magnets NNS
magnification NN
magnificence NN
magnificent JJ
magnificently RB
magnified VBN
magnifies VBZ
magnify VB
magnifying VBG
magnitude NN
magnitudes NNS
magnolia NN
magnum NN
magpies NNS
mah PRP$
mah-jongg FW
maharajahs NNS
mahogany NN
maht MD
mahua NN
mai MD
mai'teipa VB
maid NN
maiden NN
maidens NNS
maids NNS
maiestie NN
mail NN
mail-fraud NN
mail-order JJ
mail-processing JJ
mail-room NN
mail-sorting VBG
mailboat NN
mailbox NN
mailboxes NNS
mailed VBN
mailed-fist-in-velvet-glove JJ
mailers NNS
mailgram NN
mailgrams NNS
mailing NN
mailings NNS
mailman NN
mailmen NNS
mailroom NN
mailrooms NNS
mails NNS
maimed JJ
main JJ
mainframe NN
mainframe-class JJ
mainframe-manufacturing NN
mainframes NNS
mainland NN
mainlander NN
mainline JJ
mainly RB
mains NNS
mainstay NN
mainstays NNS
mainstream NN
maintain VB
maintained VBN
maintainence NN
maintaining VBG
maintains VBZ
maintenance NN
mais FW
maitre NNP
maitres FW
majesterial JJ
majestic JJ
majestically RB
majesty NN
majeure NN
major JJ
major-burden-to-the-planet NN
major-frauds JJ
major-league JJ
major-market JJ
major-medical JJ
major-party JJ
majored VBN
majoring VBG
majoritarian JJ
majorities NNS
majority NN
majority-held JJ
majority-owned JJ
majority-party JJ
majors NNS
majuh NN
make VB
make-believe NN
make-overs NNS
make-ready NN
make-up NN
make-work JJ
make... :
makeover NN
maker NN
makers NNS
makersa NNS
makes VBZ
makeshift JJ
makeshifts NNS
makeup NN
makin VBG
making VBG
makings NNS
maku FW
maladaptive JJ
maladies NNS
maladjusted JJ
maladjustment NN
maladjustments NNS
maladroit JJ
malady NN
malaise NN
malapropism NN
malapropisms NNS
malaria NN
malcontent NN
male JJ
male-dominated JJ
male-fertile JJ
male-headed JJ
male-only JJ
male-sterile JJ
malediction NN
malefactors NNS
maleness NN
males NNS
malevolence NN
malevolencies NNS
malevolent JJ
malfeasant JJ
malformations NNS
malformed JJ
malfunction NN
malfunctioning NN
malfunctions NNS
malice NN
malicious JJ
maliciously RB
malign JJ
malignancies NNS
malignancy NN
malignant JJ
maligned VBN
malingering VBG
mall NN
malleable JJ
malls NNS
malnourished JJ
malnourishment NN
malnutrition NN
malocclusion NN
malposed JJ
malpractice NN
malpractices NNS
malt NN
malted VBN
maltreat VBP
maltreated VBN
maltreatment NN
malunya NN
mama NN
mamalian JJ
mammal NN
mammalian JJ
mammals NNS
mammary JJ
mammas NN
mammography NN
mammoth JJ
mammoths NNS
man NN
man-bites-dog JJ
man-hours NNS
man-in-the-European-street NN
man-in-the-moon JJ
man-made JJ
man-to-man RB
man. NN
mana NN
manacles NNS
managament NN
manage VB
manageability NN
manageable JJ
managed VBD
managed-care JJ
management NN
management-by-objective NN
management-consultant NN
management-consulting JJ
management-controlled JJ
management-employee NN
management-incentive JJ
management-information JJ
management-labor JJ
management-led JJ
management-pilot JJ
management-pilots JJ
management-research NN
management-services NNS
management-trained JJ
management-union JJ
management... :
managements NNS
manager NN
managerial JJ
managers NNS
manages VBZ
managing VBG
managment NN
mandamus NN
mandate NN
mandated VBN
mandates NNS
mandating VBG
mandating'efficiency NN
mandatory JJ
mandatory-retirement JJ
mandrel NN
mane NN
manes NNS
maneuver NN
maneuverability NN
maneuvered VBD
maneuvering NN
maneuverings NNS
maneuvers NNS
manganese NN
manger NN
mangled JJ
manhandled VBN
manhole NN
manholes NNS
manhood NN
manhours NNS
manhunts NNS
mania NN
maniac NN
maniacal JJ
maniacs NNS
manias NNS
manic JJ
manic-depressive NN
maniclike JJ
manicured VBN
manicures VBZ
manifest JJ
manifestation NN
manifestations NNS
manifested VBD
manifesting VBG
manifestly RB
manifesto NN
manifestos NNS
manifold NN
manikin NN
manikins NNS
manila JJ
maninstays NNS
manipulate VB
manipulated VBN
manipulates VBZ
manipulating VBG
manipulation NN
manipulations NNS
manipulative JJ
manipulator NN
manipulators NNS
mankind NN
manliness NN
manly JJ
manmade NN
manmade-fiber JJ
manna NN
manned JJ
mannequin NN
mannequins NNS
manner NN
mannered JJ
mannerism NN
mannerisms NNS
manners NNS
manning VBG
mano NN
manometer NN
manor NN
manors NNS
manpower NN
mans VBZ
manse NN
manservant NN
mansion NN
mansions NNS
manslaughter NN
mantel NN
mantic JJ
mantle NN
mantlepiece NN
mantrap NN
manual JJ
manually RB
manuals NNS
manuevering NN
manufacture VB
manufactured VBN
manufactured... :
manufacturer NN
manufacturers NNS
manufactures VBZ
manufacturing NN
manufacturing-automation NN
manufacturing-cost NN
manufacturing-sector NN
manumission NN
manumitted VBN
manure NN
manure-scented JJ
manuscript NN
manuscripts NNS
many JJ
many-bodied JJ
many-faced JJ
many-fold RB
many-much NN
many-sided JJ
many-times RB
manye JJ
manzanita NN
map NN
maple NN
maples NNS
mapped VBN
mapping NN
maps NNS
maquette NN
maquila NN
maquiladora NN
maquiladoras NNS
maquilas NNS
mar VB
maraschino NN
marathon NN
marathons NNS
marauders NNS
marauding VBG
marble NN
marble-columned JJ
marble-encased JJ
marbleized VBN
marbleizing NN
marbles NNS
marcato FW
march NN
marched VBD
marchers NNS
marches NNS
marchin NN
marching VBG
mare NN
mare-COOR NNP
